Customer_ID,Marital_Status,Dt_Customer,NumWebVisitsMonth,NumCatalogPurchases,NumWebPurchases
190,Married,7/11/2013,1,0,7
191,Together,10/17/2013,1,1,2
192,Married,10/13/2013,7,7,3
193,Single,12/10/2013,1,0,4
194,Together,9/30/2013,4,6,2
195,Married,3/7/2013,5,2,2
196,Married,10/6/2013,2,1,4
197,Married,10/6/2013,2,1,4
198,Widow,5/29/2013,2,2,7
199,Married,4/29/2013,8,6,4
200,Single,10/3/2013,4,2,4
201,Single,2/1/2013,6,2,6
202,Married,2/11/2012,3,8,2
203,Single,10/18/2012,7,1,8
204,YOLO,10/18/2012,7,1,8
205,YOLO,10/18/2012,7,1,8
206,Married,1/10/2012,3,4,8
207,Married,1/10/2012,3,4,8
208,Together,3/9/2012,8,4,6
209,Married,8/26/2012,8,2,5
210,Married,5/23/2014,7,6,2
211,Together,5/17/2014,7,1,7
212,Married,4/21/2014,3,1,6
213,Married,4/21/2014,4,1,7
214,Together,3/23/2014,3,1,6
215,Married,12/16/2013,1,0,6
216,Married,11/26/2013,7,2,5
217,Together,11/14/2013,3,5,7
218,Together,11/14/2013,3,5,7
219,Married,6/11/2013,3,8,1
220,Single,6/10/2013,6,5,3
221,Together,9/27/2013,5,2,4
222,Married,9/18/2013,7,4,4
223,Married,9/9/2013,2,0,5
224,Married,9/9/2013,2,0,5
225,Together,7/18/2013,6,1,6
226,Single,8/7/2013,6,1,7
227,Married,5/27/2013,5,1,7
228,Married,5/3/2013,10,2,8
229,Married,2/20/2013,3,5,7
230,Divorced,2/14/2013,5,4,2
231,Divorced,2/14/2013,5,4,2
232,Single,12/1/2013,11,2,7
233,Together,12/24/2012,0,0,5
234,Together,12/24/2012,0,0,5
235,Married,11/19/2012,7,2,9
236,Married,9/17/2012,5,3,4
237,Together,3/28/2014,3,0,7
238,Single,2/24/2014,4,6,3
239,Married,2/9/2013,2,0,6
240,Married,8/20/2013,2,1,6
241,Married,6/23/2013,1,0,7
242,Married,5/5/2013,6,9,2
243,Divorced,5/4/2013,6,9,2
244,Single,4/1/2013,8,3,6
245,Single,12/27/2012,2,1,6
246,Single,10/11/2012,0,1,6
247,Married,10/29/2012,2,0,7
248,Married,10/29/2012,2,0,7
249,Divorced,9/22/2012,1,0,7
250,Together,7/9/2012,10,5,8
251,Together,7/9/2012,10,5,8
252,Married,3/31/2014,6,9,2
253,Divorced,3/21/2014,2,4,1
254,Divorced,9/2/2014,1,0,7
255,Married,11/17/2013,6,9,3
256,Married,9/23/2013,3,1,7
257,Single,9/18/2013,2,0,7
258,Single,9/18/2013,2,0,7
259,Together,6/27/2013,1,0,7
260,Together,6/27/2013,1,0,7
261,Single,3/28/2013,6,4,3
262,Together,12/3/2013,0,0,6
263,Together,12/3/2013,0,0,6
264,Together,1/16/2013,6,5,4
265,Married,8/1/2013,4,2,4
266,Married,12/29/2012,4,1,8
267,Married,12/12/2012,3,3,1
268,Married,11/25/2012,7,5,6
269,Married,9/21/2012,6,3,6
270,Widow,9/9/2012,6,6,5
271,Together,5/9/2012,11,5,6
272,Married,8/17/2012,1,2,2
273,Single,6/22/2014,1,0,3
274,Single,1/5/2014,4,10,1
275,Together,3/1/2014,5,6,1
276,Single,12/16/2013,2,6,5
277,Married,11/10/2013,4,4,5
278,Married,8/13/2013,8,8,6
279,Married,9/6/2013,2,0,8
280,Together,7/5/2013,3,2,7
281,Together,10/29/2012,4,1,8
282,Together,10/29/2012,4,1,8
283,Together,2/10/2012,3,1,8
284,Married,12/9/2012,6,10,5
285,Married,3/19/2014,1,0,7
286,Married,3/3/2014,5,1,7
287,Together,2/22/2014,4,1,7
288,Together,1/24/2014,6,5,3
289,Divorced,12/16/2013,5,5,3
290,Married,4/12/2013,1,0,8
291,Married,11/28/2013,3,9,2
292,Single,5/11/2013,6,8,2
293,Married,3/10/2013,3,0,7
294,Divorced,9/8/2013,8,4,6
295,Together,7/8/2013,6,9,5
296,Single,7/17/2013,4,2,3
297,Widow,9/7/2013,5,3,6
298,Widow,11/6/2013,7,3,5
299,Married,5/17/2013,3,2,3
300,Single,3/23/2013,6,9,5
301,Together,2/19/2013,7,7,4
302,Single,1/19/2013,6,3,5
303,Married,10/1/2013,7,4,5
304,Together,1/1/2013,5,2,8
305,Together,1/1/2013,5,2,8
306,Married,12/12/2012,6,1,9
307,Married,12/11/2012,3,0,8
308,Divorced,10/29/2012,4,1,6
309,Married,11/9/2012,3,6,2
310,Single,5/28/2014,3,1,8
311,Single,5/28/2014,27,0,1
312,Single,5/18/2014,3,2,3
313,Married,5/18/2014,2,1,7
314,Married,3/30/2014,1,2,6
315,Single,3/29/2014,1,0,7
316,Together,1/30/2014,1,0,4
317,Widow,1/26/2014,7,3,5
318,Together,1/22/2014,1,0,3
319,Single,1/22/2014,4,1,5
320,Married,1/15/2014,5,10,1
321,Divorced,12/13/2013,3,1,4
322,Divorced,5/11/2013,3,2,3
323,Married,7/8/2013,7,6,3
324,Married,7/8/2013,7,6,3
325,Single,4/8/2013,5,1,9
326,Divorced,1/5/2013,5,4,2
327,Single,4/24/2013,7,3,8
328,Married,3/4/2013,4,3,2
329,Married,3/2/2013,3,1,8
330,Together,3/2/2013,5,2,8
331,Together,2/1/2013,10,1,8
332,Married,11/16/2012,6,6,4
333,Divorced,3/8/2012,7,1,8
334,Together,6/15/2014,1,0,7
335,Single,4/18/2014,2,1,6
336,Together,4/18/2014,2,1,4
337,Married,1/4/2014,4,1,7
338,Married,3/18/2014,2,0,5
339,Married,10/2/2014,7,2,4
340,Married,11/23/2013,2,1,8
341,Single,11/21/2013,7,4,2
342,Married,10/16/2013,1,1,8
343,Together,2/10/2013,2,0,7
344,Married,9/30/2013,5,4,5
345,Together,8/20/2013,1,0,7
346,Together,8/20/2013,1,0,7
347,Married,8/20/2013,4,1,6
348,Together,1/8/2013,5,1,6
349,Divorced,7/21/2013,7,3,5
350,Divorced,7/21/2013,7,3,5
351,Married,8/7/2013,1,0,7
352,Married,6/18/2013,5,4,6
353,Together,3/24/2013,4,1,5
354,Together,2/19/2013,10,4,4
355,Married,10/1/2013,1,1,7
356,Married,10/1/2013,1,1,7
357,Divorced,6/12/2012,11,4,4
358,Married,9/11/2012,6,6,4
359,Married,9/11/2012,6,6,4
360,Together,2/14/2014,2,7,5
361,Divorced,7/2/2014,5,5,4
362,Divorced,7/12/2013,2,1,6
363,Married,11/15/2013,1,0,7
364,Single,10/22/2013,6,3,7
365,Together,10/16/2013,7,3,7
366,Together,4/10/2013,2,2,6
367,Married,9/21/2013,1,0,6
368,Together,5/8/2013,2,1,5
369,Together,5/8/2013,2,1,5
370,Married,7/21/2013,5,2,7
371,Married,7/14/2013,3,1,7
372,Together,4/7/2013,1,0,7
373,Married,12/4/2013,11,2,8
374,Married,10/4/2013,3,2,7
375,Married,8/4/2013,5,4,4
376,Married,3/31/2013,5,2,8
377,Together,3/31/2013,3,1,4
378,Divorced,3/17/2013,6,2,6
379,Together,3/15/2013,4,1,7
380,Single,2/20/2013,2,1,6
381,Single,2/20/2013,2,1,6
382,Divorced,1/21/2013,6,1,8
383,Married,10/12/2012,6,2,7
384,Together,9/24/2012,2,5,6
385,Divorced,6/8/2012,3,2,9
386,Divorced,6/18/2014,5,10,1
387,Alone,12/5/2014,3,0,6
388,Single,12/5/2014,3,0,6
389,Together,12/5/2014,5,4,3
390,Single,5/4/2014,6,9,1
391,Divorced,12/21/2013,6,2,5
392,Single,11/23/2013,11,3,4
393,Together,10/27/2013,7,11,4
394,Single,10/21/2013,6,6,2
395,Together,9/19/2013,3,1,7
396,Married,9/9/2013,2,9,1
397,Married,5/9/2013,1,0,7
398,Together,4/9/2013,0,0,3
399,Together,8/31/2013,10,4,6
400,Married,7/30/2013,1,0,13
401,Single,4/7/2013,3,6,1
402,Single,4/7/2013,3,6,1
403,Together,6/25/2013,8,3,4
404,Single,10/5/2013,2,1,7
405,Together,4/27/2013,4,2,4
406,Single,4/18/2013,6,7,3
407,Together,12/30/2012,2,0,6
408,Married,8/22/2012,5,6,3
409,Divorced,8/8/2012,4,6,2
410,Married,6/19/2014,2,0,5
411,Married,4/20/2014,3,1,6
412,Married,2/28/2014,2,0,6
413,Single,2/24/2014,2,1,5
414,Married,1/15/2014,6,3,4
415,Married,1/15/2014,6,3,4
416,Married,12/17/2013,3,1,4
417,Married,11/25/2013,5,6,2
418,Single,11/23/2013,4,2,4
419,Single,10/28/2013,1,0,7
420,Married,10/28/2013,6,4,3
421,Single,3/10/2013,3,2,3
422,Together,8/15/2013,1,0,8
423,Married,5/7/2013,1,1,3
424,Married,6/19/2013,3,3,1
425,Married,6/16/2013,4,1,9
426,Together,4/29/2013,0,28,1
427,Married,4/22/2013,5,9,3
428,Together,3/19/2013,4,2,7
429,Married,2/23/2013,2,0,7
430,Married,2/23/2013,2,0,7
431,Together,2/15/2013,4,6,2
432,Single,12/30/2012,1,0,8
433,Single,12/30/2012,1,0,8
434,Widow,10/31/2012,1,0,8
435,Widow,7/10/2012,8,3,7
436,Together,9/8/2012,4,6,2
437,Married,6/5/2014,2,0,7
438,Married,6/5/2014,2,0,7
439,Together,4/15/2014,5,4,2
440,Single,5/3/2014,9,1,6
441,Married,2/19/2014,4,6,1
442,Married,11/1/2014,8,1,6
443,Together,6/11/2013,4,7,2
444,Together,2/10/2013,3,5,6
445,Widow,7/9/2013,9,1,8
446,Married,6/8/2013,0,0,5
447,Divorced,7/25/2013,2,2,8
448,Together,4/30/2013,3,1,8
449,Married,3/19/2013,4,10,2
450,Married,1/3/2013,2,1,9
451,Married,12/1/2013,2,0,8
452,Widow,12/12/2012,4,1,7
453,Married,12/11/2012,1,0,8
454,Together,9/22/2012,5,9,2
455,Together,10/9/2012,3,0,8
456,Single,3/20/2014,3,0,5
457,Married,2/27/2014,1,0,5
458,Divorced,9/2/2014,3,0,4
459,Married,12/10/2013,1,1,4
460,Together,9/28/2013,9,2,5
461,Married,9/24/2013,4,1,7
462,Single,5/5/2013,5,4,3
463,Married,2/16/2013,1,0,6
464,Married,2/16/2013,1,0,6
465,Married,2/16/2013,1,0,6
466,Single,12/29/2012,5,1,10
467,Together,10/12/2012,2,1,5
468,Married,11/22/2012,2,1,7
469,Divorced,9/18/2012,3,0,9
470,Divorced,9/18/2012,3,0,9
471,Widow,8/16/2012,9,1,9
472,Together,5/6/2014,1,0,8
473,Married,12/5/2014,2,0,6
474,Single,4/13/2014,1,0,7
475,Married,10/4/2014,2,1,8
476,Married,3/4/2014,1,3,1
477,Single,12/2/2014,6,7,2
478,Single,10/2/2014,3,1,8
479,Married,1/22/2014,1,1,6
480,Divorced,12/15/2013,1,0,6
481,Divorced,10/30/2013,6,1,7
482,Single,4/10/2013,1,1,3
483,Together,9/9/2013,6,4,6
484,Married,8/26/2013,2,0,7
485,Together,6/8/2013,3,1,7
486,Single,2/2/2013,5,8,3
487,Together,1/25/2013,0,1,7
488,Married,11/17/2012,7,2,9
489,Together,11/13/2012,9,5,5
490,Married,7/11/2012,5,3,3
491,Married,1/11/2012,1,0,8
492,Married,10/16/2012,2,0,8
493,Married,6/19/2014,2,0,5
494,Single,8/5/2014,1,0,7
495,Together,2/3/2014,1,0,7
496,Together,2/3/2014,1,0,7
497,Married,1/30/2014,6,2,5
498,Together,1/30/2014,2,1,5
499,Single,10/17/2013,2,0,5
500,Married,8/15/2013,5,11,3
501,Married,6/24/2013,7,4,5
502,Single,6/13/2013,5,3,6
503,Together,4/23/2013,5,6,2
504,Together,4/15/2013,11,6,4
505,Married,2/14/2013,6,3,7
506,Together,1/29/2013,6,3,3
507,Single,12/19/2012,3,1,7
508,Married,10/30/2012,10,3,5
509,Divorced,10/23/2012,11,4,8
510,Married,9/28/2012,7,2,4
511,Divorced,10/9/2012,11,4,8
512,Married,11/8/2012,9,3,7
513,Married,4/17/2014,2,0,5
514,Married,3/18/2014,1,0,4
515,Together,3/18/2014,4,6,1
516,Divorced,2/25/2014,3,10,1
517,Divorced,2/25/2014,3,10,1
518,Single,1/18/2014,1,0,7
519,Married,11/12/2013,1,0,8
520,Single,10/13/2013,2,10,1
521,Married,10/10/2013,1,0,8
522,Together,7/21/2013,7,1,8
523,Married,5/20/2013,4,1,5
524,Divorced,5/18/2013,7,5,6
525,Married,7/4/2013,6,3,7
526,Together,3/3/2013,7,6,3
527,Married,7/12/2012,5,4,2
528,Together,11/28/2012,1,1,4
529,Married,10/27/2012,3,4,1
530,Married,9/15/2012,3,1,8
531,Together,7/9/2012,4,2,3
532,Married,6/17/2014,2,0,3
533,Married,5/29/2014,3,2,1
534,Married,5/23/2014,7,1,5
535,Widow,12/5/2014,5,11,3
536,Single,3/19/2014,11,10,5
537,Married,1/3/2014,6,3,3
538,Divorced,2/15/2014,8,3,4
539,Single,12/23/2013,3,3,2
540,Together,4/12/2013,3,3,3
541,Married,11/29/2013,2,0,6
542,Married,10/25/2013,2,8,1
543,Married,2/10/2013,2,0,5
544,Married,9/18/2013,3,3,3
545,Single,8/17/2013,6,3,4
546,Married,8/7/2013,2,0,7
547,Together,6/6/2013,3,0,9
548,Together,6/6/2013,3,0,9
549,Together,3/29/2013,5,1,8
550,Single,2/20/2013,27,0,1
551,Married,12/12/2012,6,4,7
552,Together,7/12/2012,1,0,7
553,Divorced,9/23/2012,5,3,2
554,Married,12/9/2012,1,1,7
555,Single,8/30/2012,2,0,8
556,Married,1/8/2012,4,1,9
557,Divorced,6/22/2014,0,0,14
558,Married,4/18/2014,2,0,5
559,Married,8/2/2014,0,0,3
560,Single,1/28/2014,6,1,8
561,Married,1/25/2014,3,1,4
562,Together,11/27/2013,4,5,2
563,Married,10/19/2013,1,0,8
564,Single,7/5/2013,5,4,5
565,Divorced,7/3/2013,1,0,7
566,Married,2/28/2013,8,5,8
567,Together,12/2/2013,3,0,7
568,Together,12/2/2013,3,0,7
569,Divorced,1/29/2013,3,1,6
570,Married,1/17/2013,5,6,2
571,Married,11/1/2013,7,4,6
572,Married,11/20/2012,7,4,7
573,Married,5/11/2012,10,6,6
574,Single,3/11/2012,5,1,8
575,Together,8/31/2012,4,1,7
576,Together,8/31/2012,4,1,7
577,Single,12/8/2012,4,8,8
578,Married,5/15/2014,2,0,5
579,Single,12/4/2014,1,0,4
580,Single,12/4/2014,1,0,4
581,Married,6/4/2014,8,2,7
582,Married,3/19/2014,1,0,6
583,Married,6/2/2014,8,3,3
584,Married,5/10/2013,5,3,4
585,Married,9/28/2013,6,4,2
586,Married,9/28/2013,6,4,2
587,Married,7/29/2013,6,3,3
588,Together,6/29/2013,8,8,3
589,Divorced,6/17/2013,8,2,7
590,Together,8/6/2013,5,5,5
591,Together,8/6/2013,5,5,5
592,Together,5/26/2013,4,5,3
593,Together,3/17/2013,4,5,3
594,Together,1/21/2013,7,1,7
595,Together,8/11/2012,0,1,8
596,Married,7/9/2012,9,5,7
597,Single,8/26/2012,5,1,8
598,Married,4/8/2012,0,28,0
599,Married,5/29/2014,7,1,7
600,Married,4/30/2014,1,1,7
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
